Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
CTL_869,710230321,CTL_869_710230321,FIBA_569_581,2.7639326417664756,0.9899931250477427,5
CTL_869,710230321,CTL_869_710230321,LIPS_944_956,2.8719923876239286,0.9862683438155135,5
CTL_869,710230321,CTL_869_710230321,PLEK_106_118,7.026758309259329,0.9998317143242322,5
CTL_869,710230321,CTL_869_710230321,GRIK2_708_720,3.0534392589614607,0.995321577296797,5
CTL_869,710230321,CTL_869_710230321,RADI_559_569,1.937415462621977,0.9719103773584905,5
CTL_869,710230321,CTL_869_710230321,ACM1_421_433,3.44700522793748,0.9682752224444252,5
CTL_869,710230321,CTL_869_710230321,FOXO3_25_37,6.11560808004789,0.999855266450393,5
CTL_869,710230321,CTL_869_710230321,PP2AB_297_309,2.3648366863566537,0.990287005049163,5
CTL_869,710230321,CTL_869_710230321,RBL2_655_667,4.406505865657727,0.9982111816946367,5
CTL_869,710230321,CTL_869_710230321,YAP1_121_133,1.8645365827048814,0.989875099654531,5
CTL_869,710230321,CTL_869_710230321,KAP2_92_104,4.722259792601554,0.995104304896712,5
CTL_869,710230321,CTL_869_710230321,RS6_228_240,3.260764232208967,0.997772966285184,5
CTL_869,710230321,CTL_869_710230321,ACM1_444_456,3.0468666050379745,0.994422558573502,5
CTL_869,710230321,CTL_869_710230321,BAD_112_124,7.990933460347436,0.9999167191171401,5
CTL_869,710230321,CTL_869_710230321,CENPA_1_14,5.706707773073526,0.9991203053502804,5
CTL_869,710230321,CTL_869_710230321,FRAP_2443_2455,2.123828586852859,0.9498220007119971,5
CTL_869,710230321,CTL_869_710230321,K6PL_766_778,1.9725192635778934,0.9834962491475335,5
CTL_869,710230321,CTL_869_710230321,NEK2_172_184,3.6708232373749943,0.9961411486914886,5
CTL_869,710230321,CTL_869_710230321,PPR1A_28_40,7.19559274174521,0.999989578844491,5
CTL_869,710230321,CTL_869_710230321,ADRB2_338_350,3.3164736647952546,0.9943431893569212,5
CTL_869,710230321,CTL_869_710230321,KCC2G_278_289,6.734837411097164,0.999859901746098,5
CTL_869,710230321,CTL_869_710230321,RYR1_4317_4329,4.792698225993081,0.9986815129511618,5
CTL_869,710230321,CTL_869_710230321,ACM4_456_468,3.847618792271332,0.9958586359670879,5
CTL_869,710230321,CTL_869_710230321,BAD_69_81,2.104969559601543,0.9808301886792452,5
CTL_869,710230321,CTL_869_710230321,KAPCG_192_206,3.1729463534175495,0.9979210342417889,5
CTL_869,710230321,CTL_869_710230321,MARCS_152_164,3.8266683971144384,0.9981185025680852,5
CTL_869,710230321,CTL_869_710230321,NEK3_158_170,3.3595423866871403,0.972769706133719,5
CTL_869,710230321,CTL_869_710230321,PRKDC_2618_2630,3.7518598094659006,0.9947044935708572,5
CTL_869,710230321,CTL_869_710230321,SCN7A_898_910,2.072979445357106,0.9876663356504468,5
CTL_869,710230321,CTL_869_710230321,ACM5_494_506,6.190942782711396,0.9994882687135918,5
CTL_869,710230321,CTL_869_710230321,BAD_93_105,6.06039004913772,0.9994271238598,5
CTL_869,710230321,CTL_869_710230321,CSF1R_701_713,2.860794181019065,0.9952662324582019,5
CTL_869,710230321,CTL_869_710230321,GPR6_349_361,2.860794181019065,0.9882325488365891,5
CTL_869,710230321,CTL_869_710230321,KCNA2_442_454,1.6643969682155613,0.8320754716981132,5
CTL_869,710230321,CTL_869_710230321,MARCS_160_172,3.483967839982805,0.9962292481160406,5
CTL_869,710230321,CTL_869_710230321,NMDZ1_890_902,4.7599195792598525,0.9989081308886575,5
CTL_869,710230321,CTL_869_710230321,PTK6_436_448,2.066495411786907,0.9206799925275547,5
CTL_869,710230321,CTL_869_710230321,CAC1C_1974_1986,3.5985090325591043,0.9957335781412316,5
CTL_869,710230321,CTL_869_710230321,ACM5_498_510,5.517037938587935,0.9992652672079476,5
CTL_869,710230321,CTL_869_710230321,BCKD_45_57,2.426897654488905,0.9761446941473381,5
CTL_869,710230321,CTL_869_710230321,MBP_222_234,4.180472166210551,0.9951413208624722,5
CTL_869,710230321,CTL_869_710230321,NOS3_1171_1183,6.106550595421023,0.9998548621190131,5
CTL_869,710230321,CTL_869_710230321,STK6_283_295,7.0072124295767475,0.999963301433976,5
CTL_869,710230321,CTL_869_710230321,MYPC3_268_280,2.841935153767749,0.9943533948491943,5
CTL_869,710230321,CTL_869_710230321,VASP_271_283,5.401362562381768,0.9998067178499055,5
CTL_869,710230321,CTL_869_710230321,ADDB_696_708,2.0402638702137272,0.9853618080033174,5
CTL_869,710230321,CTL_869_710230321,DCX_49_61,2.4668363998590492,0.993737701122815,5
CTL_869,710230321,CTL_869_710230321,GSUB_61_73,2.930291028188596,0.9934023128423616,5
CTL_869,710230321,CTL_869_710230321,NR4A1_344_356,4.531822809127583,0.9968339025765162,5
CTL_869,710230321,CTL_869_710230321,RAF1_253_265,2.857042046157957,0.9831055403693579,5
CTL_869,710230321,CTL_869_710230321,CGHB_109_121,7.214594050776041,0.9999356810139745,5
CTL_869,710230321,CTL_869_710230321,NCF1_296_308,3.9356376496540744,0.996773509130863,5
CTL_869,710230321,CTL_869_710230321,VTNC_390_402,3.003398576461865,0.9709455464172445,5
CTL_869,710230321,CTL_869_710230321,ADDB_706_718,3.9811633579871444,0.993855866080295,5
CTL_869,710230321,CTL_869_710230321,GYS2_1_13,6.693355450727356,0.9999220608377479,5
CTL_869,710230321,CTL_869_710230321,RAP1B_172_184,4.240746338632009,0.9986015655304801,5
CTL_869,710230321,CTL_869_710230321,TAU_524_536,2.496081219634906,0.9864393688624077,5
CTL_869,710230321,CTL_869_710230321,CREB1_126_138,3.636214200444853,0.9896112478352018,5
CTL_869,710230321,CTL_869_710230321,NCF1_321_333,2.795641501493814,0.9789922648738523,5
CTL_869,710230321,CTL_869_710230321,CFTR_761_773,4.391020618160309,0.9996152042812565,5
CTL_869,710230321,CTL_869_710230321,CA2D1_494_506,4.324647596240955,0.9981273673404369,5
CTL_869,710230321,CTL_869_710230321,H2B1B_ 27_40,3.6708232373749943,0.9984550654131877,5
CTL_869,710230321,CTL_869_710230321,KIF2C_105_118_S106G,4.666542240047118,0.9992201331399293,5
CTL_869,710230321,CTL_869_710230321,MP2K1_287_299,5.109707478608206,0.9993166606489038,5
CTL_869,710230321,CTL_869_710230321,P53_12_24,3.9285044087145815,0.9990013805798436,5
CTL_869,710230321,CTL_869_710230321,RB_242_254,4.286100015751735,0.9986512236129274,5
CTL_869,710230321,CTL_869_710230321,DESP_2842_2854,2.0534392589614607,0.9714973906061822,5
CTL_869,710230321,CTL_869_710230321,NFKB1_330_342,2.266432982295659,0.9815094339622641,5
CTL_869,710230321,CTL_869_710230321,F263_454_466,3.7778910993563954,0.9912768670992911,5
CTL_869,710230321,CTL_869_710230321,ANDR_785_797,5.196149731022145,0.9998752555803926,5
CTL_869,710230321,CTL_869_710230321,CD27_212_224,4.368794699925337,0.996612916632034,5
CTL_869,710230321,CTL_869_710230321,ERBB2_679_691,5.598509032559104,0.999653474126523,5
CTL_869,710230321,CTL_869_710230321,H32_3_18,4.041917389066241,0.999290649953453,5
CTL_869,710230321,CTL_869_710230321,KPCB_19_31_A25S,5.348895142487632,0.9990941854414399,5
CTL_869,710230321,CTL_869_710230321,RB_350_362,2.0794344674944054,0.9562797789212882,5
CTL_869,710230321,CTL_869_710230321,TOP2A_1463_1475,4.366157231108706,0.9991377291583032,5
CTL_869,710230321,CTL_869_710230321,E1A_ADE05_212_224,7.7714271783134,0.999996345925696,5
CTL_869,710230321,CTL_869_710230321,PLM_76_88,2.886789389552009,0.979500254971953,5
CTL_869,710230321,CTL_869_710230321,KAP3_107_119,5.229907106270545,0.9987127703081373,5
CTL_869,710230321,CTL_869_710230321,CDC2_154_169,1.8645365827048814,0.989875099654531,5
CTL_869,710230321,CTL_869_710230321,IF4E_203_215,3.280508167507382,0.996861610163121,5
CTL_869,710230321,CTL_869_710230321,KPCB_626_639,2.3648366863566537,0.9833619210977702,5
CTL_869,710230321,CTL_869_710230321,MPIP1_172_184,4.4996954888510245,0.9968595064245248,5
CTL_869,710230321,CTL_869_710230321,EPB42_241_253,3.660096830781936,0.9987985048059808,5
CTL_869,710230321,CTL_869_710230321,PTN12_32_44,4.293059484341013,0.9979579007700627,5
CTL_869,710230321,CTL_869_710230321,KCNA6_504_516,3.7025320971023326,0.9970054237430109,5
CTL_869,710230321,CTL_869_710230321,CDK7_163_175,4.276300011754996,0.975517018128006,5
CTL_869,710230321,CTL_869_710230321,ESR1_160_172,4.306878508014068,0.9967490647560213,5
CTL_869,710230321,CTL_869_710230321,KS6A1_374_386,4.565551194274936,0.9992418571011662,5
CTL_869,710230321,CTL_869_710230321,MPIP3_208_220,2.416737788268683,0.9941534260178749,5
