Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
CDK5,Q00535,CMGC,CDK,0.9665762445130504,2.6320744497440227,3.6655462488490693,3.6655462488490693,0.5461406462140844,0.5461406462140844,0,0.18407469984054428,11
CDK2,P24941,CMGC,CDK,0.9665762445130504,2.079248693242994,2.9665762445130506,3.6655462488490693,0.4391869256559916,0.4557321622932374,0.03947017042965756,0.15936362566844958,13
RPS6KC1,Q96S38,OTHER,RSKL,0.9665762445130504,1.9967506318542085,2.926985621489238,3.1884249941294067,0.8568144523410618,0.8568144523410618,0,0.2152347536667203,3
AURKB,Q96GD4,CAMK,AUR,0.9665762445130504,1.9550927060856222,2.8873949984654255,3.1884249941294067,0.7126870779730985,0.7630852836394243,0.10000583903773831,0.230281543976099,4
CDK1,P06493,CMGC,CDK,0.8158103541815069,1.7707801653978332,2.8204482088348124,3.063486257521107,0.3763384397622597,0.38483996254629915,0.03728155455446229,0.14224139861205368,18
CDKL4,Q5MAI5,CMGC,CDKL,0.8535018267643928,1.8044165052962626,2.791452235345969,3.364516253185088,0.7236222049286107,0.6688290711690394,0.10145716912827414,0.2952320852259033,4
CHEK1,O14757,CAMK,CAMKL,0.47183291422024326,1.8007030570706029,2.432268037451931,2.733298033115912,0.504777470971023,0.5048747574518626,0.05548203690171602,0.17330352859585713,9
CILK1,Q9UPZ9,CMGC,RCK,0.6819366650372385,1.5804223209290624,2.2347786336950195,2.4266641599339325,0.7065799989893463,0.7065799989893463,0,0.28941385525009816,3
CDKL2,Q92772,CMGC,CDKL,0.5171264163912462,1.662838584910643,2.21827882342849,2.517126416391246,0.7985334578684856,0.7562367421276035,0.10360537136070658,0.257037074176401,3
MAPK9,P45984,CMGC,MAPK,0.5329072503538442,1.6445786212019904,2.2132485778544386,2.611188586526476,0.3972497192426712,0.39388071623078263,0.04897676132896902,0.15492879749680294,14
CDK4,P11802,CMGC,CDK,0.9354158595261388,1.2362432492745883,2.1741845550147962,2.3038184128314763,0.46972902497931696,0.4649172634398185,0.01443528461849547,0.11514326065547675,6
AURKA,O14965,CAMK,AUR,0.9665762445130504,1.2400346671921199,2.160396270529163,2.364516253185088,0.5029703989990835,0.5029703989990835,0,0.02892171484298949,5
TEX14,Q8IWB6,OTHER,NKF5,0.6861327796308466,1.5208187539523752,2.1298302788635595,2.4820127969749217,0.5742166270223068,0.6699415075160002,0.13107669090220544,0.1816616360046266,4
CDK11A,Q9UQ88,CMGC,NA,0.6340343531747189,1.5823593457509262,2.125634164269951,2.602755418989614,0.5530250133334477,0.6480453531737305,0.12384152073391139,0.23317819016579824,4
CDK9,P50750,CMGC,CDK,0.9665762445130504,1.146620919357184,2.085762652232259,2.410273743745763,0.40034783993810885,0.43314848862203936,0.04920097302589579,0.12949406729398089,7
PRKDC,P78527,Atypical,PIKK,0.6861327796308466,1.3431919246890236,2.0233749479492724,2.1809828013109405,0.5714999590380381,0.5714999590380381,0,0.21535755284912472,4
PKN1,Q16512,AGC,PKN,0.6479429560503074,1.5330533020331856,2.0048915422552596,3.2132485778544386,0.5291518333525631,0.546549930663468,0.034523279077767054,0.23016016101347098,5
MAPK3,P27361,CMGC,MAPK,0.543725229528732,1.3808338653177097,1.9856474993489912,3.1884249941294067,0.34777712132716915,0.3365733298511774,0.040170067680787555,0.14706605698907851,16
CDK3,Q00526,CMGC,CDK,0.7755903746384986,1.043591646643289,1.9579760727511328,2.5516028965422324,0.37405836265711645,0.3561858045578372,0.05545763051541738,0.10114821295079077,10
MAPK7,Q13164,CMGC,MAPK,0.6599954343211696,1.015955002472906,1.9412703792482802,3.063486257521107,0.34293144218876404,0.26160124583516337,0.18596428488799713,0.11489478017667007,10
MAPK8,P45983,CMGC,MAPK,0.4607028823374988,1.3647574497314405,1.9122185821904574,2.067120542176201,0.3250476822367515,0.3185681156018937,0.014574758214323325,0.12078493104160196,21
MAPK10,P53779,CMGC,MAPK,0.4035608186132299,1.2735815975591815,1.8708258970322325,2.067120542176201,0.3250476822367515,0.31106604255060366,0.024689685449157724,0.12078493104160196,20
GSK3A,P49840,CMGC,GSK,0.9665762445130504,0.9184583945150103,1.8662056993954874,1.9665762445130504,0.5166740555048587,0.5166740555048587,0,0.17710528883678553,3
MAPK13,O15264,CMGC,MAPK,0.485916069924906,1.1310000376928575,1.7818848136954517,2.1718558926962137,0.3351017988886177,0.33371083223407505,0.036924557282715875,0.1051824641664644,13
MAPK1,P28482,CMGC,MAPK,0.7534895842076839,1.1210144379312132,1.7508505799554825,2.435097327470795,0.31688350416244854,0.331098820178119,0.03936705912834164,0.15626976702599613,14
RPS6KA4,O75676,AGC-CAMK,RSK,0.51427857351842,1.1556121723635775,1.6698907458819974,1.694734637976551,0.545865811917614,0.545865811917614,0,0.20454318897241297,4
CDK19,Q9BWU1,CMGC,CDK,0.9665762445130504,0.58190251431026,1.5449723176432193,1.5936642415429438,0.3231666363407726,0.3231666363407726,0,0.09240839767920472,4
