Barcode	Peptide	LFC	totalMeanLFC
710230321	ACM1_421_433	0.5982135242190121	0.15172986390017162
710230321	ACM1_421_433	0.4789208633108313	0.15172986390017162
710230321	ACM1_444_456	0.7487748964558394	0.023392023410306512
710230321	ACM1_444_456	0.3160274934476779	0.023392023410306512
710230321	ACM4_456_468	0.03179106691507938	-0.037938768250645606
710230321	ACM4_456_468	-0.03213262094080882	-0.037938768250645606
710230321	ACM5_494_506	0.10315773237176185	-0.010994752017757348
710230321	ACM5_494_506	0.0917397629550667	-0.010994752017757348
710230321	ACM5_498_510	0.1349614244954047	-0.03160760952253966
710230321	ACM5_498_510	-0.08365792904690927	-0.03160760952253966
710230321	ADDB_706_718	0.09181608736996161	-0.21984803825387092
710230321	ADDB_706_718	0.07910654499250658	-0.21984803825387092
710230321	ADRB2_338_350	-0.1077561803558833	-0.06354754891605581
710230321	ADRB2_338_350	0.18201807343033227	-0.06354754891605581
710230321	BAD_69_81	0.7483105677602153	-0.08043304199457146
710230321	BAD_69_81	-0.16529991605850824	-0.08043304199457146
710230321	BAD_93_105	0.292507023907409	-0.05149879681354156
710230321	BAD_93_105	-0.08229503801566818	-0.05149879681354156
710230321	CA2D1_494_506	0.0857037493680668	0.044686027142420405
710230321	CA2D1_494_506	-0.21676787214256965	0.044686027142420405
710230321	CAC1C_1974_1986	0.12271915825313329	-0.0694688557637347
710230321	CAC1C_1974_1986	0.03825551901000068	-0.0694688557637347
710230321	CD27_212_224	0.18637319853546597	0.17733819189299432
710230321	CD27_212_224	-0.09530696009572726	0.17733819189299432
710230321	CENPA_1_14	-0.5673494879270633	-0.27853467958818273
710230321	CENPA_1_14	-0.3000582330634023	-0.27853467958818273
710230321	CFTR_761_773	0.04973104540872253	-0.07017093058647145
710230321	CFTR_761_773	0.24195026772724937	-0.07017093058647145
710230321	CGHB_109_121	-0.49543127912958784	0.06063945315177963
710230321	CGHB_109_121	-0.490669166301549	0.06063945315177963
710230321	CREB1_126_138	-0.11146922255780378	-0.19840840041927646
710230321	CREB1_126_138	-0.028078523033434166	-0.19840840041927646
710230321	CSF1R_701_713	0.2939284137795779	-0.19501937239033232
710230321	CSF1R_701_713	-0.36176835941915364	-0.19501937239033232
710230321	E1A_ADE05_212_224	-0.7954440594319356	-0.2140143416891783
710230321	E1A_ADE05_212_224	-0.40493013265277433	-0.2140143416891783
710230321	ESR1_160_172	-0.2866061129878066	-0.3004549799660161
710230321	ESR1_160_172	-0.47787226941980965	-0.3004549799660161
710230321	FOXO3_25_37	0.11611122975309662	0.04474648528528865
710230321	FOXO3_25_37	-0.17141526305251542	0.04474648528528865
710230321	GBRB2_427_439	-0.22305496786514833	-0.05607105547508954
710230321	GBRB2_427_439	0.09270770731499223	-0.05607105547508954
710230321	GPR6_349_361	0.6401040549136168	-0.22751512854573422
710230321	GPR6_349_361	-0.1355149706564811	-0.22751512854573422
710230321	GRIK2_708_720	0.05784407457228413	-0.07994573704452525
